Table,Unit,Variety,Year,Attribute,Value
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2001,MN,7
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2001,MO,8
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2001,NE,8
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2001,ND,
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2001,OH,4
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2001,SD,14
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2001,TX,
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2001,WI,6
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2002,IL,3
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2002,IN,6
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2002,IA,7
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2002,KS,15
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2002,MI,8
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2002,MN,11
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2002,MO,6
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2002,NE,9
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2002,ND,
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2002,OH,3
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2002,SD,23
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2002,TX,
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2002,WI,9
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2003,IL,4
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2003,IN,7
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2003,IA,8
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2003,KS,17
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2003,MI,14
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2003,MN,15
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2003,MO,9
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2003,NE,11
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2003,ND,
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2003,OH,3
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2003,SD,24
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2003,TX,
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2003,WI,9
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2004,IL,5
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2004,IN,8
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2004,IA,10
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2004,KS,24
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2004,MI,14
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2004,MN,17
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2004,MO,13
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2004,NE,13
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2004,ND,
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2004,OH,4
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2004,SD,30
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2004,TX,
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2004,WI,14
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2005,IL,6
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2005,IN,11
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2005,IA,14
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2005,KS,30
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2005,MI,20
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2005,MN,22
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2005,MO,12
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2005,NE,18
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2005,ND,39
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2005,OH,7
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2005,SD,31
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2005,TX,42
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2005,WI,18
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2006,IL,12
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2006,IN,15
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2006,IA,14
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2006,KS,33
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2006,MI,18
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2006,MN,29
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2006,MO,14
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2006,NE,24
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2006,ND,34
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2006,OH,13
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2006,SD,32
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2006,TX,37
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2006,WI,18
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2007,IL,15
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2007,IN,17
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2007,IA,19
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2007,KS,36
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2007,MI,22
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2007,MN,32
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2007,MO,19
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2007,NE,23
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2007,ND,37
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2007,OH,12
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2007,SD,34
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2007,TX,37
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2007,WI,23
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2008,IL,15
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2008,IN,16
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2008,IA,15
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2008,KS,30
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2008,MI,24
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2008,MN,29
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2008,MO,21
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2008,NE,24
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2008,ND,34
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2008,OH,17
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2008,SD,30
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2008,TX,31
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2008,WI,26
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2009,IL,15
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2009,IN,17
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2009,IA,15
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2009,KS,29
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2009,MI,20
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2009,MN,24
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2009,MO,17
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2009,NE,23
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2009,ND,30
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2009,OH,17
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2009,SD,25
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2009,TX,30
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2009,WI,27
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2010,IL,15
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2010,IN,20
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2010,IA,14
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2010,KS,28
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2010,MI,25
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2010,MN,28
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2010,MO,19
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2010,NE,24
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2010,ND,34
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2010,OH,22
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2010,SD,29
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2010,TX,27
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2010,WI,29
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2011,IL,17
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2011,IN,22
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2011,IA,16
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2011,KS,22
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2011,MI,24
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2011,MN,29
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2011,MO,22
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2011,NE,26
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2011,ND,32
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2011,OH,13
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2011,SD,25
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2011,TX,24
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2011,WI,27
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2012,IL,18
Genetically engineered (GE) corn varieties,Percent of corn planted,Herbicide-tolerant only,2012,IN,15
